transaction_id,price
{8355F009-9C32-55C5-E053-6B04A8C0D090}  ,266661.10911247873
{8355F008-F8E5-55C5-E053-6B04A8C0D090}  ,117686.17143035812
{8355F009-83DD-55C5-E053-6B04A8C0D090}  ,86951.70550341139
{80E1AA98-9CB1-7BF8-E053-6C04A8C00BF2}  ,69963.31766296845
{80E1AA98-A8C4-7BF8-E053-6C04A8C00BF2}  ,79582.98276742492
{80E1AA98-4231-7BF8-E053-6C04A8C00BF2}  ,200195.2029485226
{80E1AA98-A13A-7BF8-E053-6C04A8C00BF2}  ,926947.5256358715
{8355F009-A621-55C5-E053-6B04A8C0D090}  ,233888.0432689071
{8355F009-6515-55C5-E053-6B04A8C0D090}  ,108637.233468777
{8355F009-AFA7-55C5-E053-6B04A8C0D090}  ,207717.7878528157
{8355F009-1070-55C5-E053-6B04A8C0D090}  ,101808.27236544876
{80E1AA98-CFF8-7BF8-E053-6C04A8C00BF2}  ,133467.32506047632
{80E1AA98-5008-7BF8-E053-6C04A8C00BF2}  ,73198.62299428199
{80E1AA98-66A7-7BF8-E053-6C04A8C00BF2}  ,463125.8802018855
{8355F009-685B-55C5-E053-6B04A8C0D090}  ,136152.77432906948
{8355F008-AD47-55C5-E053-6B04A8C0D090}  ,1027107.7542231652
{8355F008-A2D0-55C5-E053-6B04A8C0D090}  ,381929.4055763661
{80E1AA98-5CC3-7BF8-E053-6C04A8C00BF2}  ,116170.1085644682
{8355F008-F088-55C5-E053-6B04A8C0D090}  ,233571.04366317292
{8355F008-C5A0-55C5-E053-6B04A8C0D090}  ,435100.3393294135
{8355F009-5E3F-55C5-E053-6B04A8C0D090}  ,742500.9519592582
{8355F009-3BB4-55C5-E053-6B04A8C0D090}  ,238727.95573127648
{8355F009-0681-55C5-E053-6B04A8C0D090}  ,149608.83355220934
{80E1AA98-9750-7BF8-E053-6C04A8C00BF2}  ,111662.63421917842
{80E1AA98-6B97-7BF8-E053-6C04A8C00BF2}  ,718586.2635799651
{80E1AA98-7BC0-7BF8-E053-6C04A8C00BF2}  ,548576.7197431861
{8355F008-DE14-55C5-E053-6B04A8C0D090}  ,26450.127543684823
{8355F009-27F2-55C5-E053-6B04A8C0D090}  ,215478.72611564232
{8355F008-BE6D-55C5-E053-6B04A8C0D090}  ,164454.2797610986
{80E1AA98-C0F9-7BF8-E053-6C04A8C00BF2}  ,282711.5759087047
{80E1AA98-1D2B-7BF8-E053-6C04A8C00BF2}  ,320919.2523528119
{8355F009-8FD0-55C5-E053-6B04A8C0D090}  ,170748.8201539416
{8355F009-9FCE-55C5-E053-6B04A8C0D090}  ,403877.7632271287
{8355F009-80A4-55C5-E053-6B04A8C0D090}  ,1303714.0459513906
{8355F008-A786-55C5-E053-6B04A8C0D090}  ,394257.8478683082
{8355F009-3034-55C5-E053-6B04A8C0D090}  ,121749.46381291118
{80E1AA97-BAD4-7BF8-E053-6C04A8C00BF2}  ,254169.99146203665
{80E1AA97-D26B-7BF8-E053-6C04A8C00BF2}  ,133734.4594633144
{8355F008-BBD4-55C5-E053-6B04A8C0D090}  ,69029.05974371984
{8355F009-453B-55C5-E053-6B04A8C0D090}  ,161766.8883183431
{8355F009-46F0-55C5-E053-6B04A8C0D090}  ,302284.9279059359
{80E1AA98-4B52-7BF8-E053-6C04A8C00BF2}  ,216259.31221746444
{80E1AA98-76AF-7BF8-E053-6C04A8C00BF2}  ,74396.41793814913
{80E1AA97-C814-7BF8-E053-6C04A8C00BF2}  ,270632.5849786019
{80E1AA98-3433-7BF8-E053-6C04A8C00BF2}  ,310583.44782582193
